ds,yhat
2025-01-01,229.78791601999998
2025-02-01,216.8847975420066
2025-03-01,205.23036794355644
2025-04-01,192.32724945692112
2025-05-01,179.84036057586036
2025-06-01,166.9372420792923
2025-07-01,154.45035320045454
2025-08-01,141.54723467128096
2025-09-01,128.64411617139731
2025-10-01,116.15722730054216
2025-11-01,103.2541088006585
2025-12-01,90.76721992980336
2026-01-01,77.86410142991971
2026-02-01,64.96098293003605
2026-03-01,53.30655331723792
2026-04-01,40.40343481735427
2026-05-01,27.916545946499102
2026-06-01,15.01342744661545
2026-07-01,2.526538575760288
2026-08-01,-10.376579924123364
2026-09-01,-23.279698424007016
2026-10-01,-35.76658729486218
2026-11-01,-48.66970579474583
