ds,yhat
2025-01-01,81.21150548
2025-02-01,89.1700927
2025-03-01,96.35849410355584
2025-04-01,104.31708140758727
2025-05-01,112.01894005179676
2025-06-01,119.97752733341775
2025-07-01,127.67938599496867
2025-08-01,135.6379732749529
2025-09-01,143.59656059085268
2025-10-01,151.29841930178816
2025-11-01,159.25700663642152
2025-12-01,166.95886534735703
2026-01-01,174.9174526819904
2026-02-01,182.87604001662373
2026-03-01,190.06444148016357
2026-04-01,198.0230288147969
2026-05-01,205.72488752573244
2026-06-01,213.68347486036575
2026-07-01,221.38533357130126
2026-08-01,229.34392090593465
2026-09-01,237.30250824056802
2026-10-01,245.0043669515035
2026-11-01,252.96295428613686
2026-12-01,260.6648129970724
