ds,yhat
2025-02-01,277.19816403
2025-03-01,258.3019031056436
2025-04-01,237.38104280133467
2025-05-01,217.13504895445354
2025-06-01,196.21418864571226
2025-07-01,175.9681947967191
2025-08-01,155.04733448262834
2025-09-01,134.1264741645401
2025-10-01,113.88048030837221
2025-11-01,92.95961999033204
2025-12-01,72.71362613416414
2026-01-01,51.79276581612397
2026-02-01,30.871905498083798
2026-03-01,11.975644565660433
2026-04-01,-8.945215752379765
2026-05-01,-29.19120960854762
2026-06-01,-50.112069926587814
2026-07-01,-70.35806378275572
2026-08-01,-91.27892410079586
2026-09-01,-112.19978441883606
2026-10-01,-132.445778275004
2026-11-01,-153.36663859304412
2026-12-01,-173.61263244921204
