ds,yhat
2025-01-01,224.00851004999998
2025-02-01,212.80518051467064
2025-03-01,202.68604427025804
2025-04-01,191.48271510901978
2025-05-01,180.64078386690394
2025-06-01,169.4374546849696
2025-07-01,158.59552346559016
2025-08-01,147.39219466259865
2025-09-01,136.18886574697746
2025-10-01,125.34693446333182
2025-11-01,114.14360547023131
2025-12-01,103.30167418658564
2026-01-01,92.09834519348516
2026-02-01,80.89501620038463
2026-03-01,70.7758803356487
2026-04-01,59.57255134254818
2026-05-01,48.730620058902524
2026-06-01,37.52729106580201
2026-07-01,26.685359782156386
2026-08-01,15.482030789055877
2026-09-01,4.278701795955367
2026-10-01,-6.563229487690291
2026-11-01,-17.7665584807908
2026-12-01,-28.60848976443646
