ds,yhat
2025-01-01,130.73496345
2025-02-01,126.0341384658904
2025-03-01,121.78823202923998
2025-04-01,117.08740704296687
2025-05-01,112.53822157387113
2025-06-01,107.83739659144078
2025-07-01,103.28821112114125
2025-08-01,98.58738613037264
2025-09-01,93.88656114338852
2025-10-01,89.33737566990081
2025-11-01,84.63655067912238
2025-12-01,80.08736520417548
2026-01-01,75.38654021339705
2026-02-01,70.68571522261861
2026-03-01,66.43980877933487
2026-04-01,61.73898378855642
2026-05-01,57.18979831360954
2026-06-01,52.4889733228311
2026-07-01,47.93978784788421
2026-08-01,43.23896285710578
2026-09-01,38.53813786632733
2026-10-01,33.988952391380465
2026-11-01,29.28812740060204
2026-12-01,24.738941925655155
2027-01-01,20.038116934876708
