ds,yhat
2025-01-01,337.08846439999996
2025-02-01,306.87465733749997
2025-03-01,279.58476700840725
2025-04-01,249.3709598580705
2025-05-01,220.1317916092334
2025-06-01,189.9179844977926
2025-07-01,160.67881637458078
2025-08-01,130.4650092725961
2025-09-01,100.2512021949464
2025-10-01,71.01203405528545
2025-11-01,40.79822697763577
2025-12-01,11.559058837974822
2026-01-01,-18.654748239674824
2026-02-01,-48.868555317324535
2026-03-01,-76.15844558100805
2026-04-01,-106.3722526586577
2026-05-01,-135.61142079831876
2026-06-01,-165.8252278759684
2026-07-01,-195.0643960156293
2026-08-01,-225.27820309327902
2026-09-01,-255.49201017092867
2026-10-01,-284.7311783105897
2026-11-01,-314.9449853882392
