ds,yhat
2025-01-01,224.01277731
2025-02-01,218.56549991179637
2025-03-01,213.64537843582022
2025-04-01,208.1981009510608
2025-05-01,202.9265419343377
2025-06-01,197.4792642784839
2025-07-01,192.20770511853792
2025-08-01,186.76042731050464
2025-09-01,181.31314956513532
2025-10-01,176.0415903522861
2025-11-01,170.59431249900862
2025-12-01,165.3227532861594
2026-01-01,159.8754754328819
2026-02-01,154.42819757960436
2026-03-01,149.5080756476118
2026-04-01,144.0607977943343
2026-05-01,138.78923858148508
2026-06-01,133.3419607282076
2026-07-01,128.07040151535838
2026-08-01,122.62312366208087
2026-09-01,117.17584580880337
2026-10-01,111.90428659595416
2026-11-01,106.45700874267666
2026-12-01,101.18544952982747
