ds,yhat
2025-01-01,81.66463326
2025-02-01,103.5248815634066
2025-03-01,123.26962197182905
2025-04-01,145.12987027182743
2025-05-01,166.2849492686749
2025-06-01,188.14519756939347
2025-07-01,209.30027657488634
2025-08-01,231.16052487873154
2025-09-01,253.02077317433256
2025-10-01,274.1758521700755
2025-11-01,296.03610046567655
2025-12-01,317.1911794614195
2026-01-01,339.0514277570205
2026-02-01,360.91167605262154
2026-03-01,380.6564164486483
2026-04-01,402.51666474424934
2026-05-01,423.6717437399923
2026-06-01,445.5319920355933
2026-07-01,466.68707103133625
2026-08-01,488.5473193269373
2026-09-01,510.4075676225384
2026-10-01,531.5626466182813
